name,strasse,link,lat,long
Clara Hamburger,Feuerleinstr. 4,http://www.stolpersteine-stuttgart.de/index.php?docid=875&mid=66,48.7815982,9.1563612
Julia Hammel,Seestr. 114,http://www.stolpersteine-stuttgart.de/index.php?docid=705&mid=66,48.7886384,9.164544099999999
Antonie Hanauer,Hauptmannsreute 6,http://www.stolpersteine-stuttgart.de/index.php?docid=821&mid=66,48.78926999999999,9.15884
Johanna Harburger,Falkertstr. 88,http://www.stolpersteine-stuttgart.de/index.php?docid=456&mid=66,48.78538,9.16011
Robert Harburger,Entringer Str. 39,http://www.stolpersteine-stuttgart.de/index.php?docid=722&mid=66,48.74428,9.17185
Blanka Hartstein,Hauptmannsreute 8,http://www.stolpersteine-stuttgart.de/index.php?docid=752&mid=66,48.78898,9.15883
Max Hartstein,Hauptmannsreute 8,http://www.stolpersteine-stuttgart.de/index.php?docid=752&mid=66,48.78898,9.15883
Lina Hatje,Karl-Kloß-Str. 40,http://www.stolpersteine-stuttgart.de/index.php?docid=349&mid=66,48.75789,9.15907
Marie Christiane Haug,Schlotterbeckstr. 4,,48.78354,9.24978
Bertha Hauser,Hohewartstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=479&mid=66,48.8081932,9.1552993
Daniel Hauser,Corneliusstr. 4,http://www.stolpersteine-stuttgart.de/index.php?docid=451&mid=66,48.7465633,9.210678699999999
Gertrud Heilborn,Neue Weinsteige 12 A,http://www.stolpersteine-stuttgart.de/index.php?docid=594&mid=66,48.76541,9.17834
Lydia Heilborn,Neue Weinsteige 12 A,http://www.stolpersteine-stuttgart.de/index.php?docid=584&mid=66,48.76541,9.17834
Ella Heimberger,Wiederholdstr. 23,http://www.stolpersteine-stuttgart.de/index.php?docid=644&mid=66,48.78699,9.16797
Max Helfer,Uhlbacher Str. 88,http://www.stolpersteine-stuttgart.de/index.php?docid=513&mid=66,48.76796700000001,9.2703737
Ewald Hendel,Heinrich-Baumann-Str. 23,,48.7901296,9.199895
Luise Henle,Lenzhalde 42,http://www.stolpersteine-stuttgart.de/index.php?docid=279&mid=66,48.79044,9.15899
Mathilde Henle,Hohentwielstr. 146 B,http://www.stolpersteine-stuttgart.de/index.php?docid=613&mid=66,48.75910409999999,9.1488611
Max Henle,Hohentwielstr. 146 B,http://www.stolpersteine-stuttgart.de/index.php?docid=613&mid=66,48.75910409999999,9.1488611
Gertrud Henoch,Hauptmannsreute 17,http://www.stolpersteine-stuttgart.de/index.php?docid=486&mid=66,48.7881036,9.158112599999999
Klara Henoch,Hauptmannsreute 17,http://www.stolpersteine-stuttgart.de/index.php?docid=486&mid=66,48.7881036,9.158112599999999
Georg Henssler,Rotenbergstr. 60,http://www.stolpersteine-stuttgart.de/index.php?docid=827&mid=66,48.7865531,9.2037047
Barbara Johanna Herrmann,Martin-Luther-Str. 72,http://www.stolpersteine-cannstatt.de/node/168,48.8025,9.22484
Lilo Herrmann,Hölderlinstr. 22,http://www.stolpersteine-stuttgart.de/index.php?docid=391&mid=66,48.7850209,9.1625347
Henriette Herz,Hackstr. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=568&mid=66,48.7894702,9.198758699999999
Karl Herz,Hackstr. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=568&mid=66,48.7894702,9.198758699999999
Emma Heß,Sandbergerstr. 26,http://www.stolpersteine-stuttgart.de/index.php?docid=438&mid=66,48.7719801,9.195955999999999
Gella Hess,Falkertstr. 103,http://www.stolpersteine-stuttgart.de/index.php?docid=454&mid=66,48.784807,9.1599006
Salomon Hess,Falkertstr. 103,http://www.stolpersteine-stuttgart.de/index.php?docid=454&mid=66,48.784807,9.1599006
Hermann Hildinger,Solitudestr. 283,,48.81783,9.11558
Else Himmelheber,Adlerstr. 24,http://www.stolpersteine-stuttgart.de/index.php?docid=8&mid=66,48.7632516,9.1636056
Arthur Hirsch,Hospitalstr. 21B,http://www.stolpersteine-stuttgart.de/index.php?docid=532&mid=66,48.7768526,9.1722967
Cäsar Hirsch,Birkenwaldstr. 60,http://www.stolpersteine-stuttgart.de/index.php?docid=415&mid=66,48.78783,9.176359999999999
"Helmut ""Helle"" Hirsch",Seestr. 89,http://www.stolpersteine-stuttgart.de/index.php?docid=325&mid=66,48.78782,9.16495
Klara Hirsch,Seelbergstraße 16,http://www.stolpersteine-cannstatt.de/node/11,48.8024478,9.218647299999999
Martha Hirsch,Gähkopf 33,http://www.stolpersteine-stuttgart.de/index.php?docid=639&mid=66,48.7917599,9.162763100000001
Otto Hirsch,Gähkopf 33,http://www.stolpersteine-stuttgart.de/index.php?docid=639&mid=66,48.7917599,9.162763100000001
Hedwig Hirschfeld,Reinsburgstr. 107,http://www.stolpersteine-stuttgart.de/index.php?docid=673&mid=66,48.76781,9.15532
Anna Hochberger,Herdweg 116,http://www.stolpersteine-stuttgart.de/index.php?docid=652&mid=66,48.7862385,9.1532419
Marie Hock,Schmidener Straße 90,http://www.stolpersteine-cannstatt.de/node/138,48.8116905,9.226693599999999
Dr. Jakob Holzinger,Landhausstr. 181,http://www.stolpersteine-stuttgart.de/index.php?docid=129&mid=66,48.7859211,9.2083795
Selma Holzinger,Landhausstr. 181,http://www.stolpersteine-stuttgart.de/index.php?docid=129&mid=66,48.7859211,9.2083795
Karl Holzlehner,Talheimer Str. 11,http://www.stolpersteine-stuttgart.de/index.php?docid=475&mid=66,48.8345593,9.1873875
Grete Hordan,Auf der Altenburg 5,http://www.stolpersteine-cannstatt.de/node/152,48.81078369999999,9.2092014
Erika Horland,Gablenberger Hauptstr. 40,,48.77853,9.206719999999999
Hannelore Horland,Gablenberger Haupstr. 40,,48.77853,9.206719999999999
Otto Horland,Gablenberger Hauptstr. 40,,48.77853,9.206719999999999
David Horowitz,Neckarstr. 172,,48.7904657,9.1978718
Regina Horowitz,Neckarstr. 172,,48.7904657,9.1978718
Alice Horwitz,Rosenstr. 35,http://www.stolpersteine-stuttgart.de/index.php?docid=709&mid=66,48.77424,9.184339999999999
Margot Horwitz,Rosenstr. 35,http://www.stolpersteine-stuttgart.de/index.php?docid=709&mid=66,48.77424,9.184339999999999
Elise Maria Hörz,Martin Luther- Str. 26,http://www.stolpersteine-cannstatt.de/node/139,48.8057485,9.2235379
Anton Hummler,Bebelstr. 43/1,http://www.stolpersteine-stuttgart.de/index.php?docid=355&mid=66,48.7747785,9.1529501
Martine Husmann,Nauheimer Str. 42,http://www.stolpersteine-cannstatt.de/node/169,48.8065377,9.2217539
Karl Eugen Ikas,Martin-Luther-Str. 10,http://www.stolpersteine-cannstatt.de/node/170,48.8068011,9.223053799999999
Anna Inschir,Gerberstr. 30,http://www.stolpersteine-stuttgart.de/index.php?docid=903&mid=66,48.7702248,9.174425399999999
Markus Inschir,Gerberstr. 30,http://www.stolpersteine-stuttgart.de/index.php?docid=903&mid=66,48.7702248,9.174425399999999
Cilly Jablonsky,Olgastr. 124,,48.76642,9.17751
Wilhelm Friedrich Jäck,Zechweg 2,,48.7576,9.15959
Dr. Hans Jacobsohn,Pfizerstr. 19,http://www.stolpersteine-stuttgart.de/index.php?docid=522&mid=66,48.77428,9.19096
Fritz Jacobsohn,Pfizerstr. 19,http://www.stolpersteine-stuttgart.de/index.php?docid=522&mid=66,48.77428,9.19096
Luise Jacobsohn,Pfizerstr. 19,http://www.stolpersteine-stuttgart.de/index.php?docid=522&mid=66,48.77428,9.19096
Frieda Jaffé,Weimarstr. 31,http://www.stolpersteine-stuttgart.de/index.php?docid=230&mid=66,48.77641,9.16608
Hans Jaffé,Weimarstr. 31,http://www.stolpersteine-stuttgart.de/index.php?docid=230&mid=66,48.77641,9.16608
Hertha Jaffé,Weimarstr. 31,http://www.stolpersteine-stuttgart.de/index.php?docid=230&mid=66,48.77641,9.16608
Jakob Jaffé,Weimarstr. 31,http://www.stolpersteine-stuttgart.de/index.php?docid=230&mid=66,48.77641,9.16608
Konrad Jäger,Rotenbergstr. 116,http://www.stolpersteine-stuttgart.de/index.php?docid=878&mid=66,48.7875592,9.2103482
Dr. Benno Jakob,Werfmershalde 12,http://www.stolpersteine-stuttgart.de/index.php?docid=551&mid=66,48.78538,9.19516
Ida Jakob,Werfmershalde 12,http://www.stolpersteine-stuttgart.de/index.php?docid=551&mid=66,48.78538,9.19516
Rudolf Jehle,Ulmer Str. 316,http://www.stolpersteine-stuttgart.de/index.php?docid=514&mid=66,48.77376,9.240459999999999
Hortense Jeitteles,Gerokstr. 11B,,48.7779,9.19282
Wilhelm Jeitteles,Gerokstr. 11B,,48.7779,9.19282
Emil Joas,Adlerstr. 48,http://www.stolpersteine-stuttgart.de/index.php?docid=334&mid=66,48.76524,9.16218
Bertha Jordan,Daimlerstr. 58,http://www.stolpersteine-cannstatt.de/node/116,48.8026742,9.219583499999999
"Helene Luise ""Nelly"" Jordan",Augustenstr. 39A,http://www.stolpersteine-stuttgart.de/index.php?docid=408&mid=66,48.77108,9.16527
Jakob Jordan,Daimlerstr. 58,http://www.stolpersteine-cannstatt.de/node/116,48.8026742,9.219583499999999
Lisa Jordan,Augustenstr. 39A,http://www.stolpersteine-stuttgart.de/index.php?docid=408&mid=66,48.77108,9.16527
Else Josenhans,Carlos-Grethe-Weg 4,http://www.stolpersteine-stuttgart.de/index.php?docid=851&mid=66,48.7991178,9.1672757
Marie Justitz,Meistersingerstr. 21,http://www.stolpersteine-stuttgart.de/index.php?docid=122&mid=66,48.7534958,9.1700781
Mathilde Justitz,Reinsburgstr. 104,http://www.stolpersteine-stuttgart.de/index.php?docid=357&mid=66,48.7681716,9.1576375
Mathilde Sybille Justitz,Meistersingerstr. 21,http://www.stolpersteine-stuttgart.de/index.php?docid=122&mid=66,48.7534958,9.1700781
Otto Justitz,Meistersingerstr. 21,http://www.stolpersteine-stuttgart.de/index.php?docid=122&mid=66,48.7534958,9.1700781
Rudolf Justitz,Reinsburgstr. 104,http://www.stolpersteine-stuttgart.de/index.php?docid=357&mid=66,48.7681716,9.1576375
Wilhelm Robert Justitz,Meistersingerstr. 21,http://www.stolpersteine-stuttgart.de/index.php?docid=122&mid=66,48.7534958,9.1700781
Alfred Kahn,Hölderlinstr. 53,http://www.stolpersteine-stuttgart.de/index.php?docid=651&mid=66,48.7836468,9.1588823
Annemarie Kahn,Hölderlinstr. 53,http://www.stolpersteine-stuttgart.de/index.php?docid=651&mid=66,48.7836468,9.1588823
Berta Kahn,Sängerstr. 8,http://www.stolpersteine-stuttgart.de/index.php?docid=931&mid=66,48.78211,9.188799999999999
Else Kahn,Koppentalstr. 6,http://www.stolpersteine-stuttgart.de/index.php?docid=874&mid=66,48.7881,9.166269999999999
Erich Kahn,Koppentalstr. 6,http://www.stolpersteine-stuttgart.de/index.php?docid=874&mid=66,48.7881,9.166269999999999
Fanny Kahn,Seelbergstr. 1,http://www.stolpersteine-cannstatt.de/node/96,48.8030316,9.2178238
Flora Kahn,Seelbergstr. 1,http://www.stolpersteine-cannstatt.de/node/96,48.8030316,9.2178238
Hans Max Kahn,Sängerstr. 8,http://www.stolpersteine-stuttgart.de/index.php?docid=931&mid=66,48.78211,9.188799999999999
Heinz Kahn,Sängerstr. 8,http://www.stolpersteine-stuttgart.de/index.php?docid=931&mid=66,48.78211,9.188799999999999
Hermine Kahn,Seelbergstr. 1,http://www.stolpersteine-cannstatt.de/node/96,48.8030316,9.2178238
Hilde Kahn,Stitzenburgstr. 17,http://www.stolpersteine-stuttgart.de/index.php?docid=121&mid=66,48.76985209999999,9.1844225
Hilde Kahn,Seelbergstr. 1,http://www.stolpersteine-cannstatt.de/node/96,48.8030316,9.2178238
Louis Kahn,Gymnasiumstr. 18B,http://www.stolpersteine-stuttgart.de/index.php?docid=529&mid=66,48.671701,9.217198
Max Kahn,Stitzenburgstr. 17,http://www.stolpersteine-stuttgart.de/index.php?docid=121&mid=66,48.76985209999999,9.1844225
Paul Kahn,Hauptmannsreute 10,http://www.stolpersteine-stuttgart.de/index.php?docid=187&mid=66,48.78884,9.15874
Trude Kahn,Hölderlinstr. 53,http://www.stolpersteine-stuttgart.de/index.php?docid=651&mid=66,48.7836468,9.1588823
Klara Lilli Kalmbach,Tübinger Str. 41,http://www.stolpersteine-stuttgart.de/index.php?docid=745&mid=66,48.7705006,9.1727707
Helene Kapp,Gablenberger Hauptstr. 34,,48.7787715,9.2071466
Katharina Karanowa,Schockenriedstraße 1-11,,48.7268,9.119869999999999
Franz Karpe,Seestr. 64,http://www.stolpersteine-stuttgart.de/index.php?docid=707&mid=66,48.78578,9.17004
Frieda Karpe,Seestr. 64,http://www.stolpersteine-stuttgart.de/index.php?docid=707&mid=66,48.78578,9.17004
Anna Karpeles,Elsaweg 33,http://www.stolpersteine-stuttgart.de/index.php?docid=712&mid=66,48.7525275,9.1686795
Dr. Sigmund Karpeles,Elsaweg 33,http://www.stolpersteine-stuttgart.de/index.php?docid=712&mid=66,48.7525275,9.1686795
Lazarus Karschinierow,Neckarstr. 150,http://www.stolpersteine-stuttgart.de/index.php?docid=502&mid=66,48.7887475,9.1950222
Albert Katz,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.7745475,9.187904399999999
Dr. Eugen Kauffmann,Daimlerstr. 44,http://www.stolpersteine-cannstatt.de/node/117,48.8040526,9.2191403
Elsa Kauffmann,Daimlerstr. 44,http://www.stolpersteine-cannstatt.de/node/117,48.8040526,9.2191403
Alfred Kaufmann,Hallstr. 28,http://www.stolpersteine-cannstatt.de/node/32,48.80792719999999,9.2101831
Benedikt Kaufmann,Hermannstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=252&mid=66,48.77194,9.16579
Frieda Kaufmann,Hermannstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=252&mid=66,48.77194,9.16579
Isaak Kaufmann,Haller Str. 28,http://www.stolpersteine-cannstatt.de/node/154,48.888765,9.224124
Johanna Kaufmann,Wiesbadener Str. 19,http://www.stolpersteine-cannstatt.de/node/18,48.8057105,9.2216345
Karl Kaufmann,Straußweg 41,,48.77616,9.20084
Karoline Kaufmann,Hallstr. 28,http://www.stolpersteine-cannstatt.de/node/32,48.80792719999999,9.2101831
Klara Kaufmann,Wiesbadener Str. 19,http://www.stolpersteine-cannstatt.de/node/18,48.8057105,9.2216345
Rosl Kaufmann,Hallstr. 28,http://www.stolpersteine-cannstatt.de/node/32,48.80792719999999,9.2101831
Ella Kessler-Reis,Waldstr. 4,http://www.stolpersteine-stuttgart.de/index.php?docid=721&mid=66,48.75044,9.177349999999999
Louise Kirschbaum,Lange Str. 53,http://www.stolpersteine-stuttgart.de/index.php?docid=531&mid=66,48.78642439999999,9.3378613
Franz Kirylczuk,Hirschsprungallee 18,,48.82589000000001,9.15197
Sofie Klenk,Manfredstr. 17,http://www.stolpersteine-stuttgart.de/index.php?docid=315&mid=66,48.79374,9.2636
Agnes Klett,Röntgenstr. 28,,48.7898857,9.2139544
Heinz Kling,Neckartalstr. 145,http://www.stolpersteine-cannstatt.de/node/161,48.8114824,9.216418599999999
Johann Kling,Reinhold-Brändle-Weg 8,http://www.stolpersteine-stuttgart.de/index.php?docid=237&mid=66,48.8348017,9.1815847
Johanna Kling,Reinhold-Brändle-Weg 8,http://www.stolpersteine-stuttgart.de/index.php?docid=237&mid=66,48.8348017,9.1815847
Josef Kling,Neckartalstr. 145,http://www.stolpersteine-cannstatt.de/node/161,48.8114824,9.216418599999999
Marta Kling,Reinhold-Brändle-Weg 8,http://www.stolpersteine-stuttgart.de/index.php?docid=237&mid=66,48.8348017,9.1815847
Friedrich Klotz,Gablenberger Hauptstr. 129,,48.77435,9.20341
Adolf Klumpp,Hohenheimer Str. 50A,http://www.stolpersteine-stuttgart.de/index.php?docid=663&mid=66,48.76985,9.18578
Ernst Köhler,Schwanenstr. 1,http://www.stolpersteine-stuttgart.de/index.php?docid=222&mid=66,48.7559897,9.2572782
Luise Kohler,Klagenfurter Str. 11,,48.80773,9.160029999999999
Anny Kohn,Kolbstr. 4C,http://www.stolpersteine-stuttgart.de/index.php?docid=494&mid=66,48.7650949,9.1692811
Paula Kohn,Kolbstr. 4C,http://www.stolpersteine-stuttgart.de/index.php?docid=494&mid=66,48.7650949,9.1692811
Wilhelm Kohn,Kolbstr. 4C,http://www.stolpersteine-stuttgart.de/index.php?docid=494&mid=66,48.7650949,9.1692811
Erich Kohnert,Wunderlichstr. 13,,48.79103079999999,9.213737
Karoline Kömpf,Klagenfurter Str. 12,,48.8079163,9.1599811
Margarete Königshöfer,Hohenheimer Str. 67,http://www.stolpersteine-stuttgart.de/index.php?docid=614&mid=66,48.769063,9.185589
Jakob Kraus,Klagenfurter Str. 11,http://www.stolpersteine-stuttgart.de/index.php?docid=244&mid=66,48.80773,9.160029999999999
Karl Krauss,Friedhofstr. 18,http://www.stolpersteine-stuttgart.de/index.php?docid=777&mid=66,48.669664,9.173408
Josefine Kroner,Lindenspürstr. 30,http://www.stolpersteine-stuttgart.de/index.php?docid=253&mid=66,48.77784,9.15934
Albert Karl Kurz,Badergasse 6,http://www.stolpersteine-cannstatt.de/node/98,48.8039554,9.2147695
Otto Kurz,Badergasse 6,http://www.stolpersteine-cannstatt.de/node/98,48.8039554,9.2147695
Sonja Kurz,Badergasse 6,http://www.stolpersteine-cannstatt.de/node/98,48.8039554,9.2147695
Thomas Kurz,Badergasse 6,http://www.stolpersteine-cannstatt.de/node/98,48.8039554,9.2147695
Margarete Kusterer,Tunzhofer Str.  21,http://www.stolpersteine-stuttgart.de/index.php?docid=803&mid=66,48.7918357,9.1784745
Adolf Laemle,Bismarckstr. 77,http://www.stolpersteine-stuttgart.de/index.php?docid=697&mid=66,48.7714,9.15194
Ella Laemle,Bismarckstr. 77,http://www.stolpersteine-stuttgart.de/index.php?docid=697&mid=66,48.7714,9.15194
Ottilie Lahnstein,Am Kräherwald 271,http://www.stolpersteine-stuttgart.de/index.php?docid=356&mid=66,48.7783322,9.137868899999999
Mina Lämle,Neue Weinsteige 65,http://www.stolpersteine-stuttgart.de/index.php?docid=493&mid=66,48.76359000000001,9.181750000000001
Elsa 'Erika' Landsberger,Dillmannstr. 19,,48.7846637,9.1585422
Hans Eugen Lang,Pliensäckerstr.  6,,48.83429719999999,9.1822295
Lotti Laser,Josef-Hirn-Platz 6,http://www.stolpersteine-stuttgart.de/index.php?docid=450&mid=66,48.77263,9.17681
Adolf Laupheimer,Olgastr. 109,http://www.stolpersteine-stuttgart.de/index.php?docid=847&mid=66,48.76711,9.17881
Manfred Laupheimer,Olgastr. 109,http://www.stolpersteine-stuttgart.de/index.php?docid=847&mid=66,48.76711,9.17881
Milly Laupheimer,Olgastr.  109,http://www.stolpersteine-stuttgart.de/index.php?docid=847&mid=66,48.76711,9.17881
Edith Lax,Tulpenstr. 14,http://www.stolpersteine-stuttgart.de/index.php?docid=105&mid=66,48.76298999999999,9.177466299999999
Ruth Lax,Tulpenstr. 14,http://www.stolpersteine-stuttgart.de/index.php?docid=105&mid=66,48.76298999999999,9.177466299999999
Gertrud Lazarus,Seestr. 114,http://www.stolpersteine-stuttgart.de/index.php?docid=387&mid=66,48.7886384,9.164544099999999
Hilde Lederer,Böblinger Str. 45,,48.7632081,9.162474699999999
Jakob Lederer,Böblinger Str. 45,,48.7632081,9.162474699999999
Blume Lehrmann,Christophstr. 41,http://www.stolpersteine-stuttgart.de/index.php?docid=617&mid=66,48.7695155,9.1794006
Chaim Lehrmann,Christophstr. 41,http://www.stolpersteine-stuttgart.de/index.php?docid=617&mid=66,48.7695155,9.1794006
Clara Lehrs,Schellbergstr. 20,http://www.stolpersteine-stuttgart.de/index.php?docid=511&mid=66,48.78343,9.19822
Eduard Leiter,Katharinenstr. 35,http://www.stolpersteine-stuttgart.de/index.php?docid=521&mid=66,48.77294,9.18283
Ernestine Leiter,Katharinenstr. 35,http://www.stolpersteine-stuttgart.de/index.php?docid=521&mid=66,48.77294,9.18283
August Leitz,Vaihinger Markt 12,http://www.stolpersteine-stuttgart.de/index.php?docid=725&mid=66,48.73087289999999,9.1098941
Maria Lemmé,Ahornstr. 52,http://www.stolpersteine-stuttgart.de/index.php?docid=713&mid=66,48.75019169999999,9.1828668
Luise Lepman,Gerokstraße 70,http://www.stolpersteine-stuttgart.de/index.php?docid=935&mid=66,48.7726554,9.1969917
Albert Levi,Hermannstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=254&mid=66,48.77194,9.16579
Albert Levi,Alexanderstr. 81,http://www.stolpersteine-stuttgart.de/index.php?docid=633&mid=66,48.77117,9.1839
Auguste Levi,Alexanderstr. 81,http://www.stolpersteine-stuttgart.de/index.php?docid=633&mid=66,48.77117,9.1839
Cilli Levi,Seestr. 95,http://www.stolpersteine-stuttgart.de/index.php?docid=892&mid=66,48.78801,9.1645
Emilie Levi,Liebenzeller Str. 8,http://www.stolpersteine-cannstatt.de/node/10,48.805429,9.2176797
Erich Levi,Alexanderstr. 81,http://www.stolpersteine-stuttgart.de/index.php?docid=633&mid=66,48.77117,9.1839
Hannah Levi,Alexanderstr. 81,http://www.stolpersteine-stuttgart.de/index.php?docid=616&mid=66,48.77117,9.1839
Hermine Levi,Breitlingstr. 33,,48.7734,9.19676
Julie Levi,Liebenzeller Str. 8,http://www.stolpersteine-cannstatt.de/portraits/emilie-und-julie-levi-entlassen-evakuiert-deportiert,48.805429,9.2176797
Klara Levi,Urbanstr. 66,http://www.stolpersteine-stuttgart.de/index.php?docid=695&mid=66,48.781659,9.1891537
Ludwig Levi,Leuschnerstr. 47,http://www.stolpersteine-stuttgart.de/index.php?docid=457&mid=66,48.77615,9.164729999999999
Martha Levi,Lange Str. 12B,http://www.stolpersteine-stuttgart.de/index.php?docid=696&mid=66,48.789250,9.338931
Rosa Levi,Alexanderstr. 81,http://www.stolpersteine-stuttgart.de/index.php?docid=616&mid=66,48.77117,9.1839
Rudolf Levi,Breitlingstr. 33,,48.7734,9.19676
Sofie Levi,Alexanderstr. 81,http://www.stolpersteine-stuttgart.de/index.php?docid=616&mid=66,48.77117,9.1839
Walter Levi,Alexanderstr. 81,http://www.stolpersteine-stuttgart.de/index.php?docid=616&mid=66,48.77117,9.1839
